"TOA5","FRF_Village","CR1000","63162","CR1000.Std.27","CPU:Complete Station_Bridget_31Oct2014.cr1","65292","Table_24"
"TIMESTAMP","RECORD","BattV_Min","PTemp_C_Max","PTemp_C_Min","AirTC_Avg","RH_Avg","BP_kPa_Avg","Rain_mm_Tot","Rain_24hr","WS_ms_Avg","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","VW_Avg","T107_C_Avg","PAR_Den_Avg","PAR_Tot_Tot","SR01Up_Tot","SR01Dn_Tot","IR01Up_Tot","IR01Dn_Tot","NetTot_Tot"
"TS","RN","Volts","Deg C","Deg C","Deg C","%","kPa","mm","mm","meters/second","meters/second","Deg","Deg","","Deg C","umol/s/m^2","mmol/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2"
"","","Min","Max","Min","Avg","Avg","Avg","Tot","Smp","Avg","WVc","WVc","WVc","Avg","Avg","Avg","Tot","Tot","Tot","Tot","Tot","Tot"
"2017-06-13 00:00:00",954,12.33,29.75,15.17,19.93,70.11,101.3,0,0,0.772,0.772,315.6,56.77,0.203,18.11,"NAN","NAN",7999,7999,-7999,-5858,7999
"2017-06-14 00:00:00",955,12.91,28.46,11.31,17,72.33,101.7,0,0,1.068,1.068,66.06,78.42,0.167,17.86,"NAN","NAN",7999,7999,-7999,-5069,7999
"2017-06-15 00:00:00",956,12.96,25.1,15.41,18.44,86.2,101.1,0.146,0,1.363,1.363,103.8,69.41,0.163,17.72,"NAN","NAN",7999,7999,-7999,-1231,7999
"2017-06-16 00:00:00",957,12.87,31.51,14.78,20.61,77.87,100.8,2.774,0,0.616,0.616,51.36,89.9,0.157,18.93,"NAN","NAN",7999,7999,-7999,-7999,7999
"2017-06-17 00:00:00",958,12.91,29.22,12.93,17.99,80.5,100.6,16.5,0,0.597,0.597,187.4,89.1,0.172,18.53,"NAN","NAN",7999,7999,-7999,-5553,7999
"2017-06-18 00:00:00",959,12.92,28.72,15.87,17.99,83.7,100.3,1.46,0,0.478,0.478,335.3,82.6,0.231,18.74,"NAN","NAN",7999,7999,-7999,-1498,7999
"2017-06-19 00:00:00",960,13.1,17.41,12.16,13.27,95.8,100.2,25.84,0,0.637,0.637,313.5,58.5,0.258,17.57,64.38,5562.56,7999,7999,-3162,2453,7999
"2017-06-20 00:00:00",961,13.01,22.19,11.06,13.86,81.7,100.9,0.438,0,0.94,0.94,295.7,45.09,0.243,17.16,"NAN","NAN",7999,7999,-7999,3319,7999
"2017-06-21 00:00:00",962,13.02,21.51,8.79,12.54,85.3,101.2,1.168,0,0.86,0.86,295.4,52.29,0.224,16.73,"NAN","NAN",7999,7999,-7999,1323,7999
"2017-06-22 00:00:00",963,12.92,28.4,6.177,15.52,71.84,101.3,0,0,0.499,0.499,312.3,82.8,0.206,16.74,"NAN","NAN",7999,7999,-7999,-6590,7999
"2017-06-23 00:00:00",964,12.97,24.16,12.7,17.8,79.11,100.7,0,0,0.659,0.659,290.7,73.3,0.187,17.6,"NAN","NAN",7999,7999,-7999,-7999,7999
"2017-06-24 00:00:00",965,12.99,23.93,9.5,15.28,73.21,100.6,0,0,1.127,1.127,286.5,53.84,0.174,17.28,"NAN","NAN",7999,7999,-7999,-3081,7999
"2017-06-25 00:00:00",966,13.14,14.64,8.68,10.78,95.4,101.2,20.44,0,0.434,0.434,301,47.28,0.201,15.99,73.03,6310.223,7999,7999,-7999,4529,7999
"2017-06-26 00:00:00",967,13.02,23.32,10.79,11.69,89.7,101.6,28.32,0,0.56,0.56,320.4,57.05,0.265,15.8,"NAN","NAN",7999,7999,-7999,5261,7999
"2017-06-27 00:00:00",968,13.03,21.12,7.202,10.08,86.9,101.7,4.526,0,0.751,0.751,309.4,53.14,0.269,15.22,"NAN","NAN",7999,7999,-7999,2738,7999
"2017-06-28 00:00:00",969,12.94,26.93,6.678,14.6,72.75,101.5,0,0,0.495,0.495,276.6,77.7,0.238,15.74,"NAN","NAN",7999,7999,-7999,-7999,7999
"2017-06-29 00:00:00",970,13,23.07,11.43,15.9,80.3,100.8,1.168,0,0.805,0.805,99,78.7,0.214,16.22,"NAN","NAN",7999,7999,-7999,-5601,7999
"2017-06-30 00:00:00",971,13.05,19.44,12.91,15.07,95,100.5,4.672,0,0.856,0.856,293.8,84.2,0.235,16.72,83.5,7213.846,7999,7999,32,2543,7999
"2017-07-01 00:00:00",972,13.01,21.51,12.86,14.45,92.3,101,0.876,0,0.891,0.891,299.3,46.88,0.249,16.47,"NAN","NAN",7999,7999,-7999,2811,7999
"2017-07-02 00:00:00",973,12.94,27,13.49,15.87,86.6,101.2,0.73,0,0.448,0.448,309.4,64,0.235,17.06,"NAN","NAN",7999,7999,-7999,-380.6,7999
"2017-07-03 00:00:00",974,12.96,25.13,11.15,14.91,80.4,101.6,4.526,0,0.796,0.796,320.2,62.08,0.246,17.44,"NAN","NAN",7999,7999,-7999,-417.1,7999
"2017-07-04 00:00:00",975,12.92,27.85,8.81,16.15,70.59,102,0,0,0.65,0.65,40.07,69.04,0.218,17.45,"NAN","NAN",7999,7999,-7999,-7972,7999
"2017-07-05 00:00:00",976,12.88,31.37,12.51,19.84,66.41,102,0,0,0.689,0.689,13.41,89,0.191,18.33,"NAN","NAN",7999,7999,-7999,-7999,7999
"2017-07-06 00:00:00",977,12.87,32.4,17.19,22,74.43,101.7,0,0,0.619,0.619,302.9,88.1,0.172,19.37,"NAN","NAN",7999,7999,-7999,-7999,7999
"2017-07-07 00:00:00",978,12.86,32.59,15.58,20.2,86,101.3,8.76,0,0.542,0.542,300.7,83.4,0.18,19.66,"NAN","NAN",7999,7999,-7999,-5906,7999
"2017-07-08 00:00:00",979,12.98,23.9,8.57,14.91,79.86,101.5,0,0,0.899,0.899,47.73,59.95,0.184,19.07,"NAN","NAN",7999,7999,-7999,-1091,7999
"2017-07-09 00:00:00",980,12.92,27.69,6.701,16.58,68.93,101.5,0,0,0.922,0.922,294.4,62.88,0.168,18.32,"NAN","NAN",7999,7999,-7999,-4262,7999
"2017-07-10 00:00:00",981,12.94,27.21,13.3,17.55,82.1,101.3,0,0,0.432,0.432,287.8,57.57,0.156,18.83,"NAN","NAN",7999,7999,-7999,-7999,7999
"2017-07-11 00:00:00",982,12.87,31.4,13.16,19.41,75.31,101.2,0,0,0.562,0.562,54.37,69.29,0.147,19.16,"NAN","NAN",7999,7999,-7999,-7999,7999
"2017-07-12 00:00:00",983,12.89,30.12,14.61,18.98,76.78,101.3,0,0,0.696,0.696,37.14,72.37,0.134,19.42,"NAN","NAN",7999,7999,-7999,-7396,7999
"2017-07-13 00:00:00",984,12.98,23.72,13.75,15.52,89.4,101.3,3.066,0,0.791,0.791,47.57,66.06,0.133,18.84,"NAN","NAN",7999,7999,-7999,2436,7999
"2017-07-14 00:00:00",985,13.15,14.52,12.12,10.54,98,101.8,8.03,0,0.622,0.622,2.806,51.55,0.162,17.32,84.5,7301.186,7999,7999,293.9,7510,7999
"2017-07-15 00:00:00",986,12.92,27.72,9.57,15.32,78.22,102.1,0.584,0,0.64,0.64,318,56.16,0.174,17.87,"NAN","NAN",7999,7999,-7999,-3809,7999
"2017-07-16 00:00:00",987,12.89,30.81,9.41,18.08,81.7,101.7,0,0,0.768,0.768,355.4,79.5,0.158,18.45,"NAN","NAN",7999,7999,-7999,-3893,7999
"2017-07-17 00:00:00",988,12.98,23.87,7.225,13.98,69.37,102.1,0,0,1.142,1.142,51.6,55.12,0.142,18.51,"NAN","NAN",7999,7999,-7999,2047,7999
"2017-07-18 00:00:00",989,12.86,32.08,7.333,18.4,64.5,101.7,0,0,0.73,0.73,40.71,92.7,0.127,18.39,"NAN","NAN",7999,7999,-7999,-7999,7999
"2017-07-19 00:00:00",990,12.86,34.31,14.06,20.5,83.8,101.5,17.67,0,0.567,0.567,302.9,77.5,0.145,19.89,"NAN","NAN",7999,7999,-7999,-7999,7999
"2017-07-20 00:00:00",991,12.89,30.29,11.4,19.07,75.89,101.9,0,0,0.482,0.482,217.1,88.6,0.173,19.49,"NAN","NAN",7999,7999,-7999,-7999,7999
"2017-07-21 00:00:00",992,12.88,30.43,14.09,19.99,76.02,101.5,0,0,0.75,0.75,300.5,59.53,0.154,20.09,"NAN","NAN",7999,7999,-7999,-7999,7999
"2017-07-22 00:00:00",993,12.87,31.69,13.26,20.11,80.2,101.5,0,0,0.432,0.432,81.2,74.96,0.138,19.68,"NAN","NAN",7999,7999,-7999,-7999,7999
"2017-07-23 00:00:00",994,12.9,30.33,14.92,19.33,83.2,101.1,0,0,0.7,0.7,21.85,74.95,0.128,20.39,"NAN","NAN",7999,7999,-7999,-3497,7999
"2017-07-24 00:00:00",995,13.09,17.14,9.19,12.82,96.2,101.3,0.876,0,0.611,0.611,29.89,61.89,0.122,18.71,83.2,7192.596,7999,7999,-7999,3732,7999
"2017-07-25 00:00:00",996,12.9,29.38,4.859,15.56,76.47,101.9,0,0,0.497,0.497,30.79,71.06,0.118,18.02,"NAN","NAN",7999,7999,-7999,-7999,7999
"2017-07-26 00:00:00",997,12.91,28.66,12.51,19.19,67.77,101.9,0,0,0.746,0.746,49,91.3,0.11,18.9,"NAN","NAN",7999,7999,-7999,-7463,7999
"2017-07-27 00:00:00",998,12.89,29.65,14.85,20.89,75.43,101.5,0.292,0,0.834,0.834,306.8,68.53,0.106,20.1,"NAN","NAN",7999,7999,-7999,-5252,7999
"2017-07-28 00:00:00",999,12.91,28.62,11.31,17.33,78.46,101.9,0,0,0.653,0.653,47.51,47.34,0.1,19.53,"NAN","NAN",7999,7999,-7999,-1876,7999
"2017-07-29 00:00:00",1000,12.89,29.82,7.794,17.03,73.44,102.1,0,0,0.584,0.584,28.41,54.26,0.095,19.04,"NAN","NAN",7999,7999,-7999,-3176,7999
"2017-07-30 00:00:00",1001,12.85,33.4,11.89,19.98,67.22,102.1,0,0,0.531,0.531,24.5,77.79,0.091,19.59,"NAN","NAN",7999,7999,-7999,-7999,7999
"2017-07-31 00:00:00",1002,12.85,34,13.26,20.89,75.9,102.2,0,0,0.554,0.554,292.1,65.62,0.087,20.23,"NAN","NAN",7999,7999,-7999,-3789,7999
"2017-08-01 00:00:00",1003,12.87,32.3,15.82,21.64,77.46,102.1,0,0,0.558,0.558,109.9,85,0.085,20.4,"NAN","NAN",7999,7999,-7999,-7999,7999
"2017-08-02 00:00:00",1004,12.87,32.37,16.19,20.79,82,101.6,5.256,0,0.515,0.515,272.2,77.35,0.089,20.59,"NAN","NAN",7999,7999,-7999,-3856,7999
"2017-08-03 00:00:00",1005,12.99,23.64,6.809,14.49,83.4,102.1,0,0,1.017,1.017,59.7,48.97,0.097,19.14,"NAN","NAN",7999,7999,-7999,3658,7999
"2017-08-04 00:00:00",1006,13.15,14.42,5.788,9.82,94.6,101.7,15.91,0,1.025,1.025,66.01,51.64,0.108,16.07,70.02,6049.802,7999,7999,-7999,3047,7999
"2017-08-05 00:00:00",1007,13.05,20.83,8.26,11.83,91.7,101.2,16.94,0,1.186,1.186,3.534,67.31,0.218,15.73,"NAN","NAN",7999,7999,-7999,394.6,7999
"2017-08-06 00:00:00",1008,12.94,27.78,6.265,14.29,79,101.5,0.146,0,0.451,0.451,278.7,62.23,0.194,16.35,"NAN","NAN",7999,7999,-7999,-4760,7999
"2017-08-07 00:00:00",1009,12.94,26.13,7.706,13.97,79.22,101.8,0,0,0.565,0.565,83,70.15,0.176,16.68,"NAN","NAN",7999,7999,-7999,-4339,7999
"2017-08-08 00:00:00",1010,12.92,27.69,6.373,15.24,76.11,101.9,0,0,0.7,0.7,298.8,51.28,0.162,16.94,"NAN","NAN",7999,7999,-7999,-2277,7999
"2017-08-09 00:00:00",1011,12.91,28.92,11.56,17.38,77.54,101.9,0.292,0,0.724,0.724,313.4,70.8,0.149,17.78,"NAN","NAN",7999,7999,-7999,-4021,7999
"2017-08-10 00:00:00",1012,12.9,29.75,12.77,17.72,81.6,101.9,1.022,0,0.59,0.59,74.24,84.3,0.138,18.19,"NAN","NAN",7999,7999,-7999,-3065,7999
"2017-08-11 00:00:00",1013,12.99,23.24,15.46,15.73,94.1,101.6,34.16,0,0.678,0.678,62.18,66.63,0.208,17.85,"NAN","NAN",7999,7999,-2291,2151,7999
"2017-08-12 00:00:00",1014,13.14,15.46,10.4,12.59,97.9,101.8,17.08,0,0.744,0.744,351.3,53.19,0.251,16.93,46.79,4042.387,7999,7559,32.53,3498,7999
"2017-08-13 00:00:00",1015,12.91,28.69,6.635,15.16,79.78,101.9,0.146,0,0.405,0.405,262,71.87,0.225,16.75,"NAN","NAN",7999,7999,-7999,-5962,7999
"2017-08-14 00:00:00",1016,12.89,29.92,9.32,17.09,76.38,101.7,0,0,0.429,0.429,318.1,75.42,0.202,17.42,"NAN","NAN",7999,7999,-7999,-5840,7999
"2017-08-15 00:00:00",1017,12.95,26.44,13.07,15.53,86.7,101.3,2.774,0,0.254,0.254,332.7,73.1,0.192,17.67,"NAN","NAN",7999,7999,-7999,-1715,7999
"2017-08-16 00:00:00",1018,12.95,26.07,7.993,14.35,83.9,101.6,0.146,0,0.548,0.548,35.94,60.04,0.193,17.35,"NAN","NAN",7999,7999,-7999,-1842,7999
"2017-08-17 00:00:00",1019,12.91,28.43,6.57,15.71,82.2,101.7,0,0,0.703,0.703,56.23,69.9,0.182,17.26,"NAN","NAN",7999,7999,-7999,-1678,7999
"2017-08-18 00:00:00",1020,12.91,28.59,15.87,18.55,91.5,100.5,45.7,0,1.137,1.137,90,83.7,0.234,18.57,"NAN","NAN",7999,7999,-7999,1937,7999
"2017-08-19 00:00:00",1021,13.05,19.57,13.99,14.43,92.8,100.9,4.964,0,0.927,0.927,309.2,54.13,0.248,18.05,93.6,8086.383,7999,7999,-7999,2388,7999
"2017-08-20 00:00:00",1022,12.9,29.32,13.02,17.8,81.6,101.2,0.146,0,0.598,0.598,283.5,59.87,0.223,18.22,"NAN","NAN",7999,7999,-7999,-6161,7999
"2017-08-21 00:00:00",1023,12.89,30.4,13.45,19.66,82.6,101.4,0,0,0.532,0.532,172.7,90.5,0.204,18.74,"NAN","NAN",7999,7999,-7999,-6288,7999
"2017-08-22 00:00:00",1024,12.92,27.82,11.24,17.55,82.3,101.6,4.672,0,0.294,0.294,69.36,79.14,0.197,18.62,"NAN","NAN",7999,7999,-7999,-5321,7999
"2017-08-23 00:00:00",1025,13.01,21.67,13.78,14.92,82,101.1,5.84,0,1.382,1.382,306,48.47,0.242,18.36,"NAN","NAN",7999,7999,-7999,3641,7999
"2017-08-24 00:00:00",1026,13.04,20.42,4.923,11.39,77.53,101.7,0,0,0.81,0.81,313,58.17,0.219,17.52,"NAN","NAN",7999,7999,-7999,3641,7999
"2017-08-25 00:00:00",1027,13,22.78,1.523,9.62,74.59,102.2,0,0,0.465,0.465,32.92,54.41,0.204,15.89,"NAN","NAN",7999,7999,-7999,-1232,7999
"2017-08-26 00:00:00",1028,12.97,24.89,3.956,12.13,70.67,102.5,0,0,0.689,0.689,85.1,61.94,0.19,15.67,"NAN","NAN",7999,7999,-7999,-5036,7999
"2017-08-27 00:00:00",1029,13.01,21.95,9.24,13.33,78.21,102.4,1.46,0,0.696,0.696,94.8,72.89,0.181,15.87,"NAN","NAN",7999,7999,-7999,-2236,7999
"2017-08-28 00:00:00",1030,13.07,18.35,12.88,14.46,94,101.8,8.76,0,0.947,0.947,97.8,69.94,0.241,16.05,65.92,5695.896,7999,7999,-228.4,1948,7999
"2017-08-29 00:00:00",1031,12.97,24.13,14.73,16.62,90,101.9,0,0,0.424,0.424,65.59,74.18,0.234,16.85,"NAN","NAN",7999,7999,-7999,-2197,7999
"2017-08-30 00:00:00",1032,12.93,27.44,10.81,16.49,86.9,101.9,0,0,0.291,0.291,333.6,67.48,0.22,16.88,"NAN","NAN",7999,7999,-7999,-7999,7999
"2017-08-31 00:00:00",1033,13.04,20.69,6.504,13.11,94,101.9,7.446,0,0.715,0.715,75.48,54.66,0.237,16.25,"NAN","NAN",7999,7999,-7999,-1282,7999
"2017-09-01 00:00:00",1034,13.03,21.15,4.15,9.85,81.9,102.6,0,0,0.676,0.676,40.25,60.8,0.235,15.19,"NAN","NAN",7999,7999,-7999,1019,7999
"2017-09-02 00:00:00",1035,12.97,24.78,4.859,12.36,74.54,102.3,0,0,0.866,0.866,83,75.22,0.218,15.13,"NAN","NAN",7999,7999,-7999,-3801,7999
"2017-09-03 00:00:00",1036,13.09,17.01,10.47,11.82,88.7,101.4,12.12,0,0.62,0.62,48.52,88.1,0.243,14.84,65.41,5651.75,7999,7999,-7999,-1622,7999
"2017-09-04 00:00:00",1037,12.93,27.28,9.84,16.95,78.88,101.1,0.292,0,0.465,0.465,234.4,88.5,0.24,15.49,"NAN","NAN",7999,7999,-7999,-7966,7999
"2017-09-05 00:00:00",1038,13.04,20.56,7.97,12.82,87.9,100.7,6.716,0,0.883,0.883,304.9,50.97,0.255,16.15,"NAN","NAN",7999,7999,-7999,3326,7999
"2017-09-06 00:00:00",1039,13.14,15.02,9.24,9.14,91.6,101.1,4.818,0,0.736,0.736,307.9,52.34,0.255,15.02,"NAN","NAN",7999,7999,-7999,6729,7999
"2017-09-07 00:00:00",1040,13.13,15.55,8.06,9.6,95.2,101.7,4.526,0,0.718,0.718,340.4,55.56,0.267,14.75,"NAN","NAN",7999,7999,419.5,6810,7999
"2017-09-08 00:00:00",1041,13.17,14.49,2.268,7.723,94.8,101.7,4.088,0,0.31,0.31,333.6,59.63,0.268,14.03,106.4,9189.553,7999,7999,3.225,3606,7999
"2017-09-09 00:00:00",1042,13.05,19.76,0.671,7.693,83.9,102.6,0,0,0.564,0.564,21.43,53.71,0.259,12.94,"NAN","NAN",7999,7999,-7999,212.2,7999
"2017-09-10 00:00:00",1043,12.99,23.5,3.892,10.94,73.52,103,0,0,0.74,0.74,90,63.97,0.241,13.32,"NAN","NAN",7999,7999,-7999,-6127,7999
"2017-09-11 00:00:00",1044,12.94,26.47,8.26,14.53,76.4,102.8,0,0,0.666,0.666,77.4,89.5,0.228,14.35,"NAN","NAN",7999,7999,-7999,-7015,7999
"2017-09-12 00:00:00",1045,12.91,29.05,12.44,17.22,74.85,102.1,0,0,0.718,0.718,334.5,86,0.216,15.49,"NAN","NAN",7999,7999,-7999,-7999,7999
"2017-09-13 00:00:00",1046,12.89,30.05,8.39,16.63,75.93,101.6,0,0,0.274,0.274,152.3,73.76,0.206,15.43,"NAN","NAN",7999,7999,-7999,-7999,7999
"2017-09-14 00:00:00",1047,12.86,32.51,12.53,19.43,76.85,100.9,0,0,0.523,0.523,114,87.6,0.196,16.36,"NAN","NAN",7999,7999,-7999,-7999,7999
"2017-09-15 00:00:00",1048,12.88,30.98,15.34,20.23,76.87,101,0,0,0.577,0.577,102.4,79.7,0.187,17.15,"NAN","NAN",7999,7999,-7999,-7999,7999
"2017-09-16 00:00:00",1049,12.93,27.63,15.34,17.93,88.1,101.4,0.292,0,0.764,0.764,41.82,69.32,0.182,17.75,"NAN","NAN",7999,7999,-7999,-275.4,7999
"2017-09-17 00:00:00",1050,12.88,31.05,15.29,21.99,78.91,101.5,0.584,0,0.74,0.74,92.4,90.2,0.178,18.22,"NAN","NAN",7999,7999,-7999,-7999,7999
"2017-09-18 00:00:00",1051,13.02,22,6.134,14.66,85.3,101.7,0.584,0,0.922,0.922,292.7,57.53,0.174,17.75,"NAN","NAN",7999,7999,-7999,-1952,7999
"2017-09-19 00:00:00",1052,13.03,20.77,4.493,10.59,88.3,102,2.774,0,0.271,0.271,136.1,68.17,0.172,15.25,"NAN","NAN",7999,7999,-7999,653,7999
"2017-09-20 00:00:00",1053,12.95,26.81,12.98,16.04,79.39,101.6,0,0,0.971,0.971,115.2,57.45,0.178,16.17,"NAN","NAN",7999,7999,-7999,-3531,7999
"2017-09-21 00:00:00",1054,13,23.52,12.81,16.67,91.1,101.2,0.73,0,0.927,0.927,95.7,75.64,0.174,16.32,"NAN","NAN",7999,7999,-7999,-3632,7999
"2017-09-22 00:00:00",1055,12.93,27.37,8.37,16.14,84.8,101.7,0,0,0.554,0.554,76.2,59.88,0.171,16.31,"NAN","NAN",7999,7999,-7999,-7597,7999
"2017-09-23 00:00:00",1056,12.94,26.65,18.12,20.54,87.1,101.5,2.482,0,0.805,0.805,86.5,87.8,0.17,17.22,67.52,5833.459,7999,7999,-7999,-7999,7999
"2017-09-24 00:00:00",1057,12.84,34.42,20.26,24.12,77.44,101.6,0,0,0.6,0.6,73.09,98.6,0.174,18.55,"NAN","NAN",7999,7999,-7999,-7999,7999
"2017-09-25 00:00:00",1058,12.84,34.46,19.42,24.37,68.79,101.7,0,0,0.614,0.614,112.7,89.3,0.163,19.1,"NAN","NAN",7999,7999,-7999,-7999,7999
"2017-09-26 00:00:00",1059,12.89,30.43,15,20.55,78.89,101.5,4.964,0,0.9,0.9,43.21,80,0.157,19.01,"NAN","NAN",7999,7999,-7999,-7999,7999
"2017-09-27 00:00:00",1060,12.97,24.95,12.84,15.15,95.2,101.4,4.088,0,0.706,0.706,335.4,77.38,0.194,17.98,"NAN","NAN",7999,7999,-1567,3818,7999
"2017-09-28 00:00:00",1061,13.14,14.9,4.794,8.89,89.4,101.9,0.292,0,0.97,0.97,298.8,38.9,0.22,16.13,"NAN","NAN",7999,7999,-7999,3561,7999
"2017-09-29 00:00:00",1062,13.02,21.95,5.311,11.06,84.7,101.9,6.132,0,0.593,0.593,313.7,76.86,0.208,15.02,"NAN","NAN",7999,7999,-7999,547.2,7999
"2017-09-30 00:00:00",1063,13.14,15.75,0.246,7.86,89.3,102.5,0,0,0.79,0.79,352.3,60.48,0.243,14.52,"NAN","NAN",7999,7999,-7999,970,7999
"2017-10-01 00:00:00",1064,13.02,21.67,-0.457,7.778,79.34,102.8,0.146,0,0.503,0.503,20.85,92.2,0.224,12.85,"NAN","NAN",7999,7999,-7999,-6153,7999
"2017-10-02 00:00:00",1065,13.01,22.67,7.598,13,67.09,102.1,1.898,0,0.916,0.916,89.4,85.2,0.209,13.55,"NAN","NAN",7999,7999,-7999,-7059,7999
"2017-10-03 00:00:00",1066,12.97,24.81,10.97,15.81,81.1,101.8,0.292,0,1.159,1.159,105.8,71.5,0.209,14.36,"NAN","NAN",7999,7999,-7999,-6249,7999
"2017-10-04 00:00:00",1067,12.95,26.16,15.19,18.24,79.83,101.8,0.876,0,1.181,1.181,336.9,94.8,0.203,15.7,"NAN","NAN",7999,7999,-7999,-6920,7999
"2017-10-05 00:00:00",1068,13.1,17.21,3.956,9.6,82.2,102.3,0,0,0.89,0.89,287.6,45.43,0.197,14.66,"NAN","NAN",7999,7999,-7999,-3306,7999
"2017-10-06 00:00:00",1069,13.11,17.24,2.907,7.361,84.7,101.9,0,0,0.477,0.477,286.6,57.71,0.19,12.61,"NAN","NAN",7999,7999,-7999,-2314,7999
"2017-10-07 00:00:00",1070,13.02,22.19,2.268,9.85,81.3,101.5,3.942,0,0.393,0.393,143.5,81.3,0.184,12.47,"NAN","NAN",7999,7999,-7999,-4777,7999
"2017-10-08 00:00:00",1071,13.12,15.63,11.66,11.78,97.4,99.8,57.09,0,0.311,0.311,8.83,66.01,0.275,13.3,21.41,1849.465,7999,2163,-29.38,1641,7999
"2017-10-09 00:00:00",1072,12.94,26.53,7.993,13.84,77.45,100.5,0.146,0,0.489,0.489,58.82,85.6,0.264,13.33,"NAN","NAN",7999,7999,-7999,-7999,7999
"2017-10-10 00:00:00",1073,13.08,18.66,6.287,9.23,76.22,101.6,0,0,0.661,0.661,310.4,58.45,0.244,13.02,"NAN","NAN",7999,7999,-7999,-1403,7999
"2017-10-11 00:00:00",1074,13.15,15.58,-0.457,4.349,79.07,102.5,0,0,0.387,0.387,344.6,74.89,0.232,11.48,"NAN","NAN",7999,7999,-7999,-3042,7999
"2017-10-12 00:00:00",1075,13.04,20.99,-2.869,6.216,74.22,102.5,0,0,0.594,0.594,116.7,65.76,0.223,10.14,"NAN","NAN",7999,7999,-7999,-7999,7999
"2017-10-13 00:00:00",1076,13.13,15.87,6.875,10.18,86.7,102.1,0,0,0.851,0.851,100.2,86.1,0.218,11.09,79.7,6886.078,7999,7999,-7999,-2085,7999
"2017-10-14 00:00:00",1077,13.08,18.05,-0.734,9.69,78.52,101.8,0,0,0.653,0.653,288.5,75.3,0.215,11.65,"NAN","NAN",7999,7999,-7999,-7999,7999
"2017-10-15 00:00:00",1078,13.14,15.51,-1.758,5.227,79.35,102,4.818,0,0.82,0.82,99.3,50.6,0.209,9.61,"NAN","NAN",7999,7999,-7999,-2063,7999
"2017-10-16 00:00:00",1079,13.26,10.04,0.883,4.192,91.9,101.5,21.02,0,1.115,1.115,22.53,61.88,0.279,9.57,"NAN","NAN",7999,7999,-7999,949,7999
"2017-10-17 00:00:00",1080,13.16,14.25,0.393,5.933,76.03,101.9,0,0,0.553,0.553,255.2,87.4,0.258,8.93,"NAN","NAN",7999,7999,-7999,-7999,7999
"2017-10-18 00:00:00",1081,12.98,24.04,3.999,11.04,65.46,101.5,0,0,0.464,0.464,202,85.3,0.245,9.57,"NAN","NAN",7999,7999,-7999,-7999,7999
"2017-10-19 00:00:00",1082,12.96,25.52,8.41,15.03,57.05,101,0,0,1.025,1.025,254.7,93.5,0.235,10.55,"NAN","NAN",7999,7999,-7999,-7999,7999
"2017-10-20 00:00:00",1083,13.04,20.8,3.357,10.65,41.77,101.5,0,0,0.903,0.903,253.1,79.16,0.224,9.98,195.3,16872.79,7999,7999,-7999,-7999,7999
"2017-10-21 00:00:00",1084,12.91,29.65,8.83,16.59,50.83,101.4,0,0,0.741,0.741,137,76.17,0.216,10.64,213.7,18460.09,7999,7999,-7999,-7999,7999
"2017-10-22 00:00:00",1085,12.99,23.41,14.18,17.53,62.2,101.1,0,0,0.9,0.9,175.9,64.97,0.21,11.71,"NAN","NAN",7999,7999,-7999,-7999,7999
"2017-10-23 00:00:00",1086,13.09,17.97,2.971,10.53,86.2,101.2,0.876,0,0.591,0.591,198.5,65,0.209,11.64,27.84,2404.997,7999,4220,-7999,-7999,7999
"2017-10-24 00:00:00",1087,13.12,16.22,2.695,8.05,75.56,100.9,0,0,0.474,0.474,160.9,78.34,0.209,10.04,120.9,10443.81,7999,7999,-7999,-6575,7999
"2017-10-25 00:00:00",1088,13.28,9.35,1.053,2.869,93.6,100.1,15.18,0,2.328,2.328,344.4,42.51,0.259,9.27,17.59,1519.918,7999,2335,-3489,984,7999
"2017-10-26 00:00:00",1089,13.29,9.35,-3.17,0.166,82.3,100.7,2.336,0,0.412,0.412,9.58,65.69,0.276,7.824,"NAN","NAN",7999,7999,-7999,-3671,7999
"2017-10-27 00:00:00",1090,13.28,8.7,-0.35,2.702,88.1,100.8,7.446,0,1.264,1.264,149.8,48.4,0.27,7.34,51.03,4408.584,7999,7448,-7999,1712,7999
"2017-10-28 00:00:00",1091,13.39,4.471,1.075,1.508,94.8,100.4,29.2,0,1.918,1.918,52.73,42.82,0.305,6.727,21.31,1840.847,7999,3054,-341,1235,7999
"2017-10-29 00:00:00",1092,13.44,3.185,-1.053,-1.028,95.5,100.9,12.41,0,0.906,0.906,346.3,41.16,0.295,5.683,"NAN","NAN",7999,7999,-3715,-2044,7999
"2017-10-30 00:00:00",1093,13.41,3.956,-3.513,-0.732,87.8,100.7,4.964,0,0.466,0.466,188.7,40.53,0.28,5.415,103,8899.672,7999,7999,-420.9,-7999,7999
"2017-10-31 00:00:00",1094,13.43,3.165,-1.202,-0.654,96.4,100,5.694,0,0.661,0.661,265.7,55.28,0.283,5.286,37.29,3221.838,7999,7999,-574.6,-3261,7999
"2017-11-01 00:00:00",1095,13.45,2.523,-2.099,-2.318,94.2,101.3,1.898,0,0,0,263.6,2.112,0.288,5.113,21.74,1878.062,7999,7999,-1618,-7312,-7999
